,nameLast,nameGiven,height-plus-weight
764,Barker,Richard Frank,284.0
765,Barker,Sean Reed,295.0
766,Barkley,Brian Edward,254.0
767,Barkley,Jeffrey Carver,260.0
768,Barkley,John Duncan,231.0
769,Barkley,Samuel W.,251.0
770,Barlick,Albert Joseph,256.0
771,Barlow,Michael Roswell,288.0
772,Barlow,Thomas H.,
773,Barmes,Bruce Raymond,233.0
774,Barmes,Clint Harold,273.0
775,Barna,Herbert Paul,284.0
776,Barnabe,Charles Edward,235.0
777,Barnes,Austin Scott,265.0
778,Barnes,William Horace,245.0
779,Barnes,Robert Avery,221.0
780,Barnes,Brian Keith,239.0
781,Barnes,Brandon Michael,284.0
782,Barney,Darwin James Kunane,250.0
783,Barnes,Daniel J.,268.0
784,Barney,Edmund J.,248.0
785,Barnes,Everett Duane,244.0
786,Barnes,Frank Samuel,269.0
787,Barnes,Frank,242.0
788,Barnes,John Francis,245.0
789,Barnes,Jacob Andrew,294.0
790,Barnes,Jesse Lawrence,242.0
791,Barnes,John Delbert,279.0
792,Barnes,Junie Shoaf,241.0
793,Barnes,Larry Richard,268.0
794,Barnes,Luther Owens,230.0
795,Barnes,Matthew D.,286.0
796,Barnes,Emile Deering,228.0
797,Barney,Rex Edward,260.0
798,Barnes,Richard Monroe,262.0
799,Barnes,Charles Roscoe,213.0
800,Barnes,Samuel Thomas,218.0
801,Barnes,Scott Michael,276.0
802,Barnes,William Henry,246.0
803,Barnette,Anthony Lee,263.0
804,Barnes,Virgil Jennings,237.0
805,Barnhart,Clyde Lee,225.0
806,Barnhart,Edgar Vernon,230.0
807,Barnhart,Leslie Earl,252.0
808,Barnhart,Tucker Jackson,261.0
809,Barnhart,Victor Dee,260.0
810,Barnie,William Harrison,224.0
811,Barnicle,George Bernard,249.0
812,Barnowski,Edward Anthony,269.0
813,Barnwell,Christopher Edward,250.0
814,Barojas,Salome,229.0
815,Barone,Daniel Edward,259.0
816,Barone,Richard Anthony,234.0
817,Baron,Steven Phillip,277.0
818,Barragan,Facundo Anthony,251.0
819,Barranca,German,232.0
820,Barraclough,Kyle David,300.0
821,Barr,Robert McClelland,265.0
822,Barr,Robert Alexander,247.0
823,Barrett,John,
824,Barrett,Aaron James,305.0
825,Barrett,William,
826,Barrett,William Joseph,247.0
827,Barrett,Robert Schley,246.0
828,Barrett,Tracy Souter,244.0
829,Barrett,Francis Joseph,247.0
830,Barrett,Jake Dalton,314.0
831,Barrett,James Erigena,237.0
832,Barrett,John Joseph,240.0
833,Barrett,Martin F.,239.0
834,Barrett,Martin Glenn,245.0
835,Barrett,Michael Patrick,260.0
836,Barrett,Charles Henry,254.0
837,Barrett,Timothy Wayne,258.0
838,Barrett,Thomas Loren,226.0
839,Barrios,Francisco Javier,226.0
840,Barrios,Jose Manuel,271.0
841,Barrios,Manuel Antonio,242.0
842,Barrios,Yhonathan,275.0
843,Barr,James Leland,280.0
844,Barrows,Roland,226.0
845,Barrow,Edward Grant,
846,Barrows,Franklin Lee,
847,Barron,Frank John,248.0
848,Barron,David Irenus,256.0
849,Barron,Anthony Dirk,257.0
850,Barr,Hyder Edward,247.0
851,Barr,Steven Charles,276.0
852,Barry,Edward,260.0
853,Barry,Hardin,257.0
854,Barry,John Joseph,227.0
855,Barry,Jeffrey Finas,263.0
856,Barry,Kevin Thomas,309.0
857,Barry,Richard Donovan,281.0
858,Barry,John C.,
859,Barry,Thomas Arthur,224.0
860,Bartell,Richard William,229.0
861,Bartee,Kimera Anotchi,247.0
862,Barthelson,Robert Edward,257.0
863,Barthmaier,James Richard,282.0
864,Barthold,John Francis,251.0
865,Bartholomew,Lester Justin,266.0
866,Bartirome,Anthony Joseph,225.0
867,Bartley,William Jackson,261.0
868,Bartley,Boyd Owen,233.0
869,Bartling,Henry Irving,247.0
870,Bartlett,Jason Alan,262.0
871,Barton,Robert Wilbur,247.0
872,Barton,Brian Deon,265.0
873,Bartosh,Clifford Paul,249.0
874,Bartosch,David Robert,263.0
875,Barton,Daric William,287.0
876,Barton,Harry Lamb,221.0
877,Barton,Shawn Edward,270.0
878,Barton,Vincent David,252.0
879,Bartson,Charles Franklin,242.0
880,Barzilla,Philip Joseph,252.0
881,Basak,Christopher Joseph,264.0
882,Basgall,Romanus,245.0
883,Bashang,Albert C.,218.0
884,Bashore,Walter Franklin,242.0
885,Basinski,Edwin Frank,245.0
886,Baskette,James Blaine,259.0
887,Bass,Anthony Edward,274.0
888,Bass,Brian Michael,289.0
889,Bass,Richard William,249.0
890,Bass,William Capers,235.0
891,Bassett,Charles Edwin,220.0
892,Bassitt,Christopher M.,297.0
893,Bass,John Elias,216.0
894,Bass,Kevin Charles,255.0
895,Bassler,John Landis,239.0
896,Bass,Norman Delaney,280.0
897,Bass,Randy William,283.0
898,Bastardo,Antonio Francisco,276.0
899,Bastian,Charles A.,211.0
900,Batch,Emil,237.0
901,Batchelder,Joseph Edward,232.0
902,Batchelor,Richard Anthony,268.0
903,Bateman,John Alvin,285.0
904,Bates,Aaron,306.0
905,Bates,William Derrick,222.0
906,Bates,Hubert Edgar,237.0
907,Bates,Charles William,235.0
908,Bates,Delbert Oakley,269.0
909,Bates,Charles Richard,262.0
910,Bates,Creed Napoleon,226.0
911,Bates,Jason Charles,241.0
912,Bates,John William,
913,Bates,John William,235.0
914,Bates,Raymond,237.0
915,Bathe,William David,274.0
916,Batiste,Kevin Wade,252.0
917,Batiste,Kimothy Emil,247.0
918,Batista,Miguel Jerez,283.0
919,Batista,Rafael,268.0
920,Batista,Leocadio Francisco,252.0
921,Batsch,William McKinley,238.0
922,Battam,Lawrence,237.0
923,Battey,Earl Jesse,278.0
924,Batten,George Burnett,236.0
925,Battin,Joseph V.,239.0
926,Battle,Allen Zelmo,242.0
927,Battle,Howard Dion,282.0
928,Battle,James Milton,243.0
929,Batton,Christopher Sean,271.0
930,Batts,Matthew Daniel,271.0
931,Bauer,Albert,259.0
932,Bauer,Henry Albert,264.0
933,Bauer,Louis Walter,247.0
934,Bauer,Richard Edward,293.0
935,Bauers,Russell Lee,270.0
936,Bauer,Trevor Andrew,273.0
937,Baughman,Justin Reis,246.0
938,Baumann,George Charles,266.0
939,Baumann,Frank Matt,277.0
940,Baumann,Charles John,229.0
941,Baumer,James Sloan,259.0
942,Baumgardner,George Washington,249.0
943,Baumgartner,Harry Edward,246.0
944,Baumgartner,John Edward,263.0
945,Baumgarten,Ross,253.0
946,Baumgartner,Stanwood Fulton,247.0
947,Baumholtz,Frank Conrad,245.0
948,Bausewine,George W.,281.0
949,Bauta,Eduardo,275.0
950,Bautista,Daniel,241.0
951,Bautista,Denny M.,267.0
952,Bautista,Jose Joaquin,250.0
953,Bautista,Jose Antonio,277.0
954,Baxes,Dimitrios Speros,263.0
955,Baxes,Michael,245.0
956,Baxter,Michael Joseph,277.0
957,Baxter,John Morris,274.0
958,Bay,Harry Elbert,206.0
959,Bay,Jason Raymond,284.0
960,Bayless,Harry Owen,247.0
961,Bayliss,Jonah James,273.0
962,Baylor,Don Edward,263.0
963,Bayne,William Lear,229.0
964,Bazardo,Yorman Michael,304.0
965,Beachy,Brandon Alan,294.0
966,Beach,Stonewall Jackson,
967,Beall,Robert Brooks,251.0
968,Beall,John Woolf,252.0
969,Beall,Walter Esau,248.0
970,Beals,Thomas Lamb,209.0
971,Beam,Alexander Rodger,
972,Beam,Ernest Joseph,257.0
973,Beamon,Charles Alonzo,266.0
974,Beamon,Charles Alonzo,256.0
975,Beamon,Clifford,270.0
976,Beam,Theodore Lester,294.0
977,Bean,Beveric Benton,270.0
978,Bean,William Daro,257.0
979,Bean,Randall Colter,333.0
980,Beane,William Lamar,271.0
981,Bean,Joseph William,206.0
982,Beard,Charles David,267.0
983,Bearden,Henry Eugene,273.0
984,Beard,Michael Richard,258.0
985,Beard,Oliver Perry,251.0
986,Beard,Ralph William,277.0
987,Beard,Cramer Theodore,233.0
988,Beare,Gary Ray,281.0
989,Bearnarth,Lawrence Donald,277.0
990,Bearse,Kevin Gerard,269.0
991,Beasley,Christopher Charles,264.0
992,Beasley,Lewis Paige,242.0
993,Beatin,Ebenezer Ambrose,231.0
994,Beadle,David A.,274.0
995,Beato,Pedro,308.0
996,Beatty,Gordon Blaine,259.0
997,Beatty,Desmond Aloysius,226.0
998,Beattie,James Louis,287.0
999,Beauchamp,James Edward,264.0
1000,Beaumont,Clarence Howeth,258.0
1001,Beavan,Blake William,324.0
1002,Beavens,Edward P.,206.0
1003,Beazley,John Andrew,263.0
1004,Becannon,James Melvin,235.0
1005,Bechler,Steven Scott,281.0
1006,Bechtel,George W.,236.0
1007,Beck,Walter William,274.0
1008,Beck,Chad Lee,326.0
1009,Beck,Christopher Michael,300.0
1010,Beck,Clyde Eugene,246.0
1011,Becker,David Beals,239.0
1012,Becker,Robert Charles,215.0
1013,Becker,Charles Schlagel,254.0
1014,Beckert,Glenn Alfred,263.0
1015,Beckendorf,Henry Ward,243.0
1016,Becker,Heinz Reinhard,274.0
1017,Becker,Joseph Edward,253.0
1018,Beckett,Joshua Patrick,307.0
1019,Becker,Martin Henry,223.0
1020,Beck,Ervin F.,238.0
1021,Becker,Richard Godhard,250.0
1022,Beckett,Robert Joseph,317.0
1023,Beck,Frank J.,210.0
1024,Beck,Frederick Thomas,253.0
1025,Beck,Ernest George Bernard,236.0
1026,Beckham,James Gordon,262.0
1027,Beckham,Timothy Lamar,267.0
1028,Beckley,Jacob Peter,270.0
1029,Beckmann,William Aloysius,247.0
1030,Beckman,James Joseph,242.0
1031,Beck,Richard Henry,265.0
1032,Beck,Rodney Roy,288.0
1033,Beckwith,Thomas Joseph,275.0
1034,Beck,Zinn Bertram,230.0
1035,Becquer,Julio,249.0
1036,Bedard,Erik Joseph,268.0
1037,Bedell,Howard William,258.0
1038,Bedford,William Eugene,238.0
1039,Bedgood,Phillip Burlette,293.0
1040,Bedient,Hugh Carpenter,257.0
1041,Bednar,Andrew Jackson,250.0
1042,Bedrosian,Cameron Rock,302.0
1043,Bedrosian,Stephen Wayne,275.0
1044,Beebe,Frederick Leonard,263.0
1045,Beecher,Edward Harry,255.0
1046,Biecher,Edward,
1047,Beech,Lucas Matthew,264.0
1048,Beecher,Leroy,254.0
1049,Beeler,Dallas James,302.0
1050,Beeler,Joseph Sam,242.0
1051,Beene,Ramon Andrew,280.0
1052,Beene,Freddy Ray,224.0
1053,Beers,Clarence Scott,247.0
1054,Beggs,Joseph Stanley,255.0
1055,Bagley,Edward H.,
1056,Bagley,Eugene T.,
1057,Begley,James Lawrence,211.0
1058,Behan,Charles Frederick,230.0
1059,Behel,Stephen Arnold Douglas,
1060,Behenna,Richard Kipp,244.0
1061,Behney,Melvin Brian,254.0
1062,Behrman,Henry Bernard,245.0
1063,Beimel,Joseph Ronald,280.0
1064,Beirne,Kevin Patrick,286.0
1065,Bejma,Aloysius Frank,235.0
1066,Belanger,Mark Henry,243.0
1067,Belardi,Carroll Wayne,258.0
1068,Belcher,Kevin Donnell,242.0
1069,Belcher,Timothy Wayne,285.0
1070,Belden,Ira Allison,246.0
1071,Belfiore,Michael John,295.0
1072,Belinsky,Robert,265.0
1073,Belinda,Stanley Peter,260.0
1074,Belisle,Matthew Thomas,305.0
1075,Belisario,Ronald J.,315.0
1076,Belitz,Todd Stephen,291.0
1077,Beliveau,Jeffrey Ryan,263.0
1078,Belk,Timothy William,275.0
1079,Bellatti,Andrew James,263.0
1080,Bellan,Stephen B.,222.0
1081,Bella,John,256.0
1082,Bell,Roy Chester,259.0
1083,Bell,William Samuel,275.0
1084,Bell,David Gus,253.0
1085,Bell,Charles C.,
1086,Bell,James Thomas,227.0
1087,Bell,David Michael,240.0
1088,Bell,Derek Nathaniel,274.0
1089,Belle,Albert Jojuan,263.0
1090,Bell,Eric Alvin,250.0
1091,Bell,Fernando Jerome Lee,252.0
1092,Bell,Frank Gustav,
1093,Bell,Wilbur Gary,269.0
1094,Bell,George Glenn,267.0
1095,Bell,George Antonio,263.0
1096,Bell,David Russell,263.0
1097,Bell,Heath Justin,310.0
1098,Bell,Herman S.,257.0
1099,Bellhorn,Mark Christian,268.0
1100,Bellinger,Clayton Daniel,270.0
1101,Belliard,Rafael Leonidas,226.0
1102,Belliard,Ronald,279.0
1103,Bell,Jay Stuart,253.0
1104,Bell,Jerry Houston,266.0
1105,Bell,Joshua Lee,305.0
1106,Bell,Joshua Evan,314.0
1107,Bell,Juan,243.0
1108,Bell,Kevin Robert,267.0
1109,Bell,Lester Rowland,236.0
1110,Bell,Michael Allen,248.0
1111,Bell,Michael John,269.0
1112,Bellman,John Hutchins,
1113,Bellorin,Edwin Daniel,310.0
1114,Belloir,Robert Edward,225.0
1115,Bell,Ralph Albert,241.0
1116,Bell,Robert Allen,302.0
1117,Bell,Jack,226.0
1118,Bell,Terence William,267.0
1119,Bell,Trevor Daniel,279.0
1120,Belnome,Vincent Michael,276.0
1121,Below,Duane Arthur,285.0
1122,Belt,Brandon Kyle,297.0
1123,Beltre,Adrian,291.0
1124,Beltran,Carlos Ivan,288.0
1125,Beltre,Engel Manuel,254.0
1126,Beltre,Esteban,225.0
1127,Beltran,Francis LeBron,333.0
1128,Beltre,Omar,305.0
1129,Beltran,Rigoberto,256.0
1130,Bemis,Harry Parker,221.0
1131,Benard,Marvin Larry,250.0
1132,Benavides,Alfredo,254.0
1133,Bench,Johnny Lee,270.0
1134,Bender,Charles Albert,259.0
1135,Benedict,Arthur Melville,
1136,Benedict,Bruce Edwin,248.0
1137,Benes,Alan Paul,292.0
1138,Benes,Andrew Charles,313.0
1139,Benes,Joseph Anthony,226.0
1140,Benge,Raymond Adelphia,229.0
1141,Bengough,Bernard Oliver,235.0
1142,Benintendi,Andrew S.,240.0
1143,Beniquez,Juan Jose,221.0
1144,Benitez,Armando German,256.0
1145,Benitez,Yamil Antonio,269.0
1146,Benjamin,Michael Paul,270.0
1147,Benjamin,Alfred Stanley,268.0
1148,Bennett,Charles Wesley,251.0
1149,Bennett,David Hans,272.0
1150,Bennett,Dennis John,267.0
1151,Bennett,Erik Hans,279.0
1152,Bennett,Francis Allen,233.0
1153,Bennett,James Fred,254.0
1154,Bennett,Gary David,262.0
1155,Bennett,Herschel Emmett,229.0
1156,Benners,Isaac B.,
1157,Bennett,David Jeffrey,275.0
1158,Bennett,Joseph Rosenblum,237.0
1159,Bennett,Joel Todd,233.0
1160,Bennett,Justin Titus,236.0
1161,Bennett,Shayne Anthony,277.0
1162,Benn,Henry Omer,262.0
1163,Benoit,Joaquin Antonio,326.0
1164,Benson,Allen Wilbert,258.0
1165,Benson,William Joseph,278.0
1166,Benson,Kristen James,266.0
1167,Benson,Vernon Adair,230.0
1168,Bentley,Clytus George,
1169,Bentley,John Needles,271.0
1170,Benton,John Alton,291.0
1171,Benton,Alfred Lee,263.0
1172,Benton,Lawrence James,236.0
1173,Benton,Stanley W.,217.0
1174,Benton,John Cleave,263.0
1175,Benton,Sidney Wright,243.0
1176,Bentz,Chad Robert,289.0
1177,Benzinger,Todd Eric,258.0
1178,Benz,Joseph Louis,269.0
1179,Berardino,John,246.0
1180,Berberet,Louis Joseph,271.0
1181,Berblinger,Jeffrey James,262.0
1182,Bere,Jason Phillip,260.0
1183,Berenyi,Bruce Michael,280.0
1184,Berenguer,Juan Bautista,257.0
1185,Beresford,James Richard,243.0
1186,Bergamo,August Samuel,234.0
1187,Berg,David Scott,256.0
1188,Bergen,William Aloysius,256.0
1189,Berger,Louis William,254.0
1190,Berger,Brandon Charles,276.0
1191,Bergesen,Bradley Steven,284.0
1192,Berger,Clarence Edward,257.0
1193,Berger,Charles Carl,
1194,Berger,Joseph August,240.0
1195,Berger,John Henne,234.0
1196,Bergen,Martin,240.0
1197,Bergeron,Peter Francis,259.0
1198,Berger,John Henry,244.0
1199,Berger,Walter Anton,272.0
1200,Bergh,John Baptist,
1201,Berghammer,Martin Andrew,241.0
1202,Berg,Justin Christopher,300.0
1203,Bergman,Alfred Henry,222.0
1204,Bergman,Christian Stanford,268.0
1205,Bergman,David Bruce,258.0
1206,Bergman,Dustin Michael,277.0
1207,Bergmann,Jason Chris,295.0
1208,Berg,Morris,258.0
1209,Bergman,Sean Frederick,281.0
1210,Bergolla,William Jose,265.0
1211,Berkelbach,Frank Pierce,254.0
1212,Berken,Jason Thomas,282.0
1213,Berkenstock,Nathan,
1214,Berkman,William Lance,293.0
1215,Berly,John Chambers,261.0
1216,Berman,Robert Leon,215.0
1217,Bernard,Curtis Henry,220.0
1218,Bernard,Dwight Vern,244.0
1219,Bernard,Joseph Carl,248.0
1220,Bernadina,Rogearvin Argelo,284.0
1221,Bernazard,Antonio,219.0
1222,Bernal,Victor Hugo,248.0
1223,Bernero,Adam Gino,281.0
1224,Bernhard,William Henry,278.0
1225,Bernhardt,Juan Ramon,231.0
1226,Bernhardt,Walter Jacob,249.0
1227,Bernier,Carlos,249.0
1228,Bernier,Douglas Howell,258.0
1229,Bero,John George,242.0
1230,Berra,Dale Anthony,252.0
1231,Berran,Dennis Martin,
1232,Berra,Lawrence Peter,252.0
1233,Berres,Raymond Frederick,239.0
1234,Berrios,Jose Orlando,257.0
1235,Berroa,Angel Maria,267.0
1236,Berroa,Geronimo Emiliano Letta,237.0
1237,Berry,Charles Joseph,246.0
1238,Berry,Charles Francis,257.0
1239,Berry,Claude Elzy,232.0
1240,Berryhill,Damon Scott,277.0
1241,Berry,Joseph Howard,241.0
1242,Berry,Joseph Howard,229.0
1243,Berry,Jonas Arthur,215.0
1244,Berry,Allen Kent,247.0
1245,Berry,Cornelius John,238.0
1246,Berry,Quintin Lonell,268.0
1247,Berry,Sean Robert,271.0
1248,Berry,Thomas Haney,206.0
1249,Bertaina,Frank Louis,248.0
1250,Bertell,Richard George,272.0
1251,Berte,Harry Thomas,230.0
1252,Berthrong,Henry Washburn,206.0
1253,Bertotti,Michael David,258.0
1254,Bertoia,Pierino Peter,256.0
1255,Bertrand,Roman Mathias,252.0
1256,Berumen,Andres,284.0
1257,Besana,Frederick Cyril,275.0
1258,Bescher,Robert Henry,273.0
1259,Bessent,Fred Donald,247.0
1260,Besse,Herman A.,264.0
1261,Bestick,William,
1262,Best,Karl Jon,266.0
1263,Beswick,James William,253.0
1264,Betances,Dellin,345.0
1265,Betancourt,Rafael Jose,289.0
1266,Betancourt,Yuniesky,275.0
1267,Betcher,Franklin Lyle,244.0
1268,Betemit,Wilson,294.0
1269,Bethancourt,Christian Gabriel,284.0
1270,Bethea,William Lamar,247.0
1271,Bethke,James Charles,260.0
1272,Bettendorf,Jeffrey Allen,255.0
1273,Bettencourt,Lawrence Joseph,266.0
1274,Bettis,Chad Robert,273.0
1275,Betts,Harold Matthew,270.0
1276,Betts,Walter McKinley,241.0
1277,Betts,Markus Lynn,249.0
1278,Betzel,Christian Frederick Albert John Henry David,227.0
1279,Bevacqua,Kurt Anthony,252.0
1280,Bevan,Harold Joseph,272.0
1281,Bevens,Floyd Clifford,285.0
1282,Beverlin,Jason Robert,297.0
1283,Beville,Clarence Benjamin,259.0
1284,Bevil,Brian Scott,265.0
1285,Bevil,Louis Eugene,261.0
1286,Beville,Henry Monte,251.0
1287,Bevington,Terry Paul,264.0
1288,Bezdek,Hugo Francis,
1289,Biagini,Joseph Carlo,317.0
1290,Biancalana,Roland Americo,231.0
1291,Bianchi,Jeffrey Thomas,256.0
1292,Bianco,Thomas Anthony,261.0
1293,Biasatti,Henry Arcado,246.0
1294,Bibby,James Blair,312.0
1295,Bichette,Alphonse Dante,290.0
1296,Bickerton,John A.,
1297,Bickford,Vernon Edgell,252.0
1298,Bickham,Daniel Denison,230.0
1299,Bicknell,Charles Stephen,241.0
1300,Biddle,Lee Francis,305.0
1301,Bielaski,Oscar,240.0
1302,Bielecki,Michael Joseph,270.0
1303,Biemiller,Harry Lee,244.0
1304,Bierbauer,Louis W.,208.0
1305,Bierbrodt,Nicholas Raymond,292.0
1306,Bierd,Randor,266.0
1307,Bierman,Charles S.,252.0
1308,Bieser,Steven Ray,240.0
1309,Bigbee,Carson Lee,226.0
1310,Bigbee,Lyle Randolph,252.0
1311,Bigbie,Larry Robert,266.0
1312,Bigelow,Elliot Allardice,256.0
1313,Biggio,Craig Alan,256.0
1314,Biggs,Charles Orval,258.0
1315,Bigler,Ivan Edward,219.0
1316,Bignell,George William,229.0
1317,Biittner,Lawrence David,279.0
1318,Bilardello,Dann James,257.0
1319,Bilbrey,James Melvin,279.0
1320,Bildilli,Emil,240.0
1321,Bilko,Stephen Thomas,303.0
1322,Billingsley,Brett Aaron,274.0
1323,Billings,Bruce,277.0
1324,Billingsley,Chad Ryan,313.0
1325,Billings,Richard Arlin,268.0
1326,Billiard,Harry Pree,262.0
1327,Billingham,John Eugene,271.0
1328,Billings,John Augustus,236.0
1329,Billings,Haskell Clark,251.0
1330,Binks,George Alvin,247.0
1331,Biras,Stephen Alexander,256.0
1332,Birchall,Adoniram Judson,
1333,Bird,James Douglas,256.0
1334,Bird,Frank Zephrin,265.0
1335,Bird,George Raymond,219.0
1336,Bird,Gregory Paul,296.0
1337,Bird,James Edward,241.0
1338,Birdsall,David Solomon,195.0
1339,Birkbeck,Michael Lawrence,263.0
1340,Birkins,Kurt Daniel,262.0
1341,Birkofer,Ralph Joseph,284.0
1342,Birmingham,Joseph Leo,255.0
1343,Birrer,Werner Joseph,267.0
1344,Birtsas,Timothy Dean,319.0
1345,Biscan,Frank Stephen,261.0
1346,Bischoff,John George,232.0
1347,Bisenius,Joseph Richard,286.0
1348,Bishop,William Robinson,255.0
1349,Bishop,William Henry,238.0
1350,Bishop,Charles Tuller,269.0
1351,Bishop,Frank H.,
1352,Bishop,James Morton,267.0
1353,Bishop,Lloyd Clifton,252.0
1354,Bishop,Max Frederick,233.0
1355,Bishop,Michael David,262.0
1356,Bisland,Rivington Martin,224.0
1357,Bissonette,Delphia Louis,251.0
1358,Bithorn,Hiram Gabriel,273.0
1359,Bitker,Joseph Anthony,248.0
1360,Bittiger,Jeffrey Scott,245.0
1361,Bittmann,Henry Peter,249.0
1362,Bivin,James Nathaniel,227.0
1363,Bixler,Brian Joseph,268.0
1364,Bjorkman,George Anton,264.0
1365,Blach,Tyson Michael,274.0
1366,Black,John William,239.0
1367,Black,Robert Benjamin,220.0
1368,Black,William Carroll,272.0
1369,Black,Harry Ralston,254.0
1370,Blackburn,Foster Edwin,238.0
1371,Blackmon,Charles Cobb,285.0
1372,Black,David,249.0
1373,Black,Donald Paul,257.0
1374,Blackburn,Earl Stuart,251.0
1375,Blackaby,Ethan Allen,261.0
1376,Blackwell,Ewell,273.0
1377,Blackwell,Frederick William,230.0
1378,Blackburn,George W.,255.0
1379,Blackerby,George Franklin,249.0
1380,Blackburn,James Ray,251.0
1381,Black,John Falconor,258.0
1382,Black,Joseph,294.0
1383,Blackburne,Russell Aubrey,231.0
1384,Blackburn,Robert Nicholas,316.0
1385,Blackburn,Ronald Hamilton,232.0
1386,Blackwell,Timothy P.,241.0
1387,Blackley,Travis Jarred,265.0
1388,Black,Victor Laurence,286.0
1389,Blades,Francis Raymond,230.0
1390,Bladt,Richard Alan,233.0
1391,Blaeholder,George Franklin,246.0
1392,Blaemire,Rae Bertrum,250.0
1393,Blair,Aaron Daniel,326.0
1394,Blair,William Ellsworth,240.0
1395,Blair,Louis Nathan,258.0
1396,Blair,Carson Reynolds,284.0
1397,Blair,Dennis Herman,259.0
1398,Blair,Clarence Vick,253.0
1399,Blair,Paul L. D.,240.0
1400,Blair,Walter Allen,257.0
1401,Blair,William Allen,258.0
1402,Blaisdell,Howard Carleton,
1403,Blake,William Casey,279.0
1404,Blake,Edward James,246.0
1405,Blake,Harry Cooper,232.0
1406,Blakely,Lincoln Howard,252.0
1407,Blake,John Frederick,252.0
1408,Blakiston,John Robert,248.0
1409,Blalock,Hank Joe,265.0
1410,Blanche,Prosper Albert,250.0
1411,Blanco,Andres Eloy,265.0
1412,Blanco,Damaso,235.0
1413,Blanco,Gilbert Henry,282.0
1414,Blanco,Gregor Miguel,246.0
1415,Blanco,Henry Ramon,291.0
1416,Blanchard,John Edwin,266.0
1417,Blanco,Oswaldo Carlos,257.0
1418,Blanco,Tony Hemiphere,274.0
1419,Blanding,Frederick James,257.0
1420,Bland,Nathan Garrett,267.0
1421,Blankenship,Clifford Douglas,235.0
1422,Blank,Frank Ignatz,236.0
1423,Blank,Frederick August,247.0
1424,Blankenship,Homer,257.0
1425,Blankenship,Kevin DeWayne,252.0
1426,Blanks,Kyle Nathaniel,343.0
1427,Blanks,Larvell,235.0
1428,Blankenship,Lance Robert,262.0
1429,Blank,Clarence Matthew,274.0
1430,Blankenship,Theodore,243.0
1431,Blanton,Darrell Elijah,251.0
1432,Blanton,Joseph Matthew,300.0
1433,Blash,Jabari Jerell,312.0
1434,Blasingame,Don Lee,230.0
1435,Blasingame,Wade Allen,258.0
1436,Blass,Stephen Robert,237.0
1437,Blateric,Stephen Lawrence,275.0
1438,Blatnik,John Louis,267.0
1439,Blattner,Robert Garnett,252.0
1440,Blauser,Jeffrey Michael,242.0
1441,Blauvelt,Harvey King,
1442,Blaylock,Robert Edward,258.0
1443,Blaylock,Gary Nelson,268.0
1444,Blaylock,Marvin Edward,248.0
1445,Blazek,Michael Robert,277.0
1446,Blazier,Ronald Patrick,293.0
1447,Blefary,Curtis Leroy,269.0
1448,Bleier,Richard Sidney,290.0
1449,Blemker,Raymond,261.0
1450,Blessitt,Isaiah,256.0
1451,Blethen,Clarence Waldo,236.0
1452,Blevins,Jerry Richard,268.0
1453,Blewett,Robert Lawrence,241.0
1454,Bligh,Edwin Forrest,243.0
1455,Bliss,Elmer Ward,252.0
1456,Bliss,Frank Eugene,
1457,Bliss,John Joseph Albert,254.0
1458,Block,James John,254.0
1459,Block,Seymour,252.0
1460,Blocker,Terry Fennell,269.0
1461,Blogg,Wesley Collins,223.0
1462,Blomberg,Ronald Mark,268.0
1463,Blomdahl,Benjamin Earl,259.0
1464,Blong,Joseph Myles,
1465,Bloodworth,James Henry,251.0
1466,Bloomfield,Clyde Stalcup,246.0
1467,Bloomquist,William Paul,271.0
1468,Blosser,Gregory Brent,275.0
1469,Blott,John Leonard,282.0
1470,Blowers,Michael Roy,264.0
1471,Blue,Bird Wayne,275.0
1472,Bluege,Oswald Louis,233.0
1473,Bluege,Otto Adam,224.0
